Player,Season,VORP,DWS,PER,G,FTA,TOV,PTS,DRB,AllNBA,Class
Darvin Ham,2001,-0.5,0.6,9.7,70.0,1.8,1.2,4.3,1.6,0,0
Dan Majerle,2001,0.8,1.3,10.3,65.0,0.6,0.5,4.6,2.3,0,0
Dion Glover,2001,0.0,0.9,13.1,55.0,1.9,1.4,8.9,2.4,0,0
Brevin Knight,2001,0.3,1.2,14.9,53.0,2.2,2.1,7.0,1.8,0,0
Charles Smith,2001,0.8,1.9,13.2,60.0,1.1,1.0,7.4,1.7,0,0
Gary Trent,2001,0.1,1.1,15.4,64.0,2.3,0.9,7.5,2.6,0,0
DeShawn Stevenson,2001,-0.5,0.7,8.2,67.0,0.8,1.0,4.9,1.3,0,0
Tom Gugliotta,2001,-0.1,1.4,9.7,44.0,0.8,1.4,6.5,3.7,0,0
Joel Przybilla,2001,-0.1,1.5,10.2,71.0,1.3,0.6,2.7,2.9,0,0
Walt Williams,2001,0.2,0.3,13.1,48.0,1.1,1.1,9.4,2.6,0,0
Greg Ostertag,2001,0.3,1.6,12.7,74.0,1.8,0.7,3.3,2.5,0,0
Brian Skinner,2001,-0.1,1.0,11.3,65.0,1.2,0.6,3.4,2.9,0,0
Damon Jones,2001,0.1,0.8,11.2,67.0,0.9,0.9,5.1,1.3,0,0
Charlie Ward,2001,1.1,1.3,14.5,63.0,0.9,1.2,5.2,1.8,0,0
Anthony Carter,2001,-0.3,1.6,8.9,46.0,0.8,1.6,4.3,2.1,0,0
Marcus Camby,2001,0.6,1.7,15.1,29.0,3.4,1.4,11.1,8.0,0,0
Lamar Odom,2001,0.8,0.9,13.7,29.0,3.2,3.3,13.1,5.0,0,0
Art Long,2001,-0.7,0.9,10.7,63.0,1.3,1.0,4.5,2.3,0,0
Terrell Brandon,2001,1.7,0.9,21.2,32.0,2.6,1.3,12.4,2.4,0,0
Jerome James,2001,-0.5,1.3,11.9,56.0,1.1,1.3,5.3,2.6,0,0
John Starks,2001,-1.0,0.5,6.0,66.0,0.6,0.8,4.4,0.8,0,0
Patrick Ewing,2001,-0.3,1.3,14.4,65.0,2.1,1.0,6.0,3.1,0,0
Jake Voskuhl,2001,-0.2,0.9,13.9,59.0,1.8,0.8,5.0,2.5,0,0
George Lynch,2001,0.0,1.2,9.0,45.0,0.9,0.9,3.8,2.6,0,0
Raja Bell,2001,-0.3,1.0,8.6,74.0,0.6,0.6,3.4,1.1,0,0
Dell Curry,2001,0.2,0.6,12.0,56.0,0.7,0.7,6.4,1.0,0,0
Greg Buckner,2001,0.5,0.6,13.3,44.0,1.3,0.6,5.8,2.4,0,0
Vladimir Stepania,2001,-0.1,1.8,13.9,67.0,1.6,0.8,4.3,2.5,0,0
Kevin Willis,2001,-0.2,0.9,16.1,52.0,1.7,0.8,6.1,3.7,0,0
Zendon Hamilton,2001,-0.7,0.6,13.5,54.0,3.4,1.1,6.0,2.6,0,0
Donnell Harvey,2001,0.0,0.7,14.1,47.0,1.9,0.7,5.7,3.1,0,0
Tyrone Hill,2001,-0.6,0.7,10.1,26.0,4.0,1.8,8.0,7.5,0,0
Chris Gatling,2001,-0.2,1.3,13.4,54.0,2.2,1.1,6.4,2.5,0,0
John Crotty,2001,0.5,0.4,14.5,41.0,1.6,1.2,6.9,1.4,0,0
Danny Ferry,2001,0.5,0.9,11.2,50.0,0.7,0.4,4.6,1.5,0,0
Milt Palacio,2001,-0.2,0.8,9.7,69.0,1.1,0.6,3.3,0.9,0,0
Derrick McKey,2001,0.2,1.2,8.8,41.0,0.3,0.5,2.9,1.9,0,0
Steve Kerr,2001,0.1,0.4,12.3,65.0,0.6,0.4,4.1,0.8,0,0
Bryce Drew,2001,0.4,0.7,12.4,61.0,0.5,0.5,3.4,1.0,0,0
Emanual Davis,2001,-0.5,0.4,6.5,28.0,0.6,1.9,6.6,2.0,0,0
Earl Boykins,2001,0.1,0.2,13.9,68.0,0.9,0.6,4.1,0.4,0,0
Shawn Bradley,2001,0.4,1.0,14.6,53.0,1.2,0.5,4.1,2.3,0,0
Scott Williams,2001,-0.7,0.7,10.5,41.0,1.0,0.9,4.9,3.1,0,0
Stanislav Medvedenko,2001,0.0,0.9,15.6,71.0,0.9,0.6,4.7,1.0,0,0
Sean Rooks,2001,-0.5,0.5,7.5,61.0,0.5,0.3,3.0,1.5,0,0
Sam Mitchell,2001,-0.3,0.4,9.4,74.0,0.7,0.4,3.3,0.9,0,0
Johnny Newman,2001,-0.1,0.3,8.3,47.0,1.2,0.4,4.2,0.9,0,0
Lawrence Funderburke,2001,0.0,1.0,13.8,56.0,1.0,0.6,4.7,2.2,0,0
Walter McCarty,2001,0.3,0.9,11.5,56.0,0.3,0.4,3.8,1.7,0,0
Don Reid,2001,-0.6,0.9,10.1,68.0,1.0,0.8,3.3,1.6,0,0
Mitch Richmond,2001,-0.2,0.8,10.7,64.0,0.7,0.6,4.1,1.3,0,0
Michael Doleac,2001,-0.6,0.4,8.8,42.0,1.1,0.9,4.6,2.9,0,0
Bimbo Coles,2001,-0.4,0.0,8.8,47.0,0.8,0.7,3.2,0.9,0,0
Jud Buechler,2001,0.0,0.6,7.8,66.0,0.1,0.2,1.7,1.3,0,0
Robert Traylor,2001,-0.2,1.1,13.0,61.0,1.4,0.7,3.7,2.0,0,0
Bryant Stith,2001,0.0,0.4,11.1,50.0,1.0,0.6,4.2,1.3,0,0
Eric Montross,2001,-0.6,0.8,5.8,49.0,0.6,0.5,2.4,2.1,0,0
Mark Strickland,2001,-0.2,0.5,11.4,46.0,1.0,0.6,4.5,2.0,0,0
Eddie Robinson,2001,-0.1,0.3,12.5,29.0,1.7,1.2,9.0,1.9,0,0
Mark Madsen,2001,0.0,0.8,12.7,59.0,0.9,0.4,2.8,1.2,0,0
Dalibor Bagarić,2001,-0.8,0.6,8.6,50.0,1.4,0.9,3.7,2.1,0,0
Andrew DeClercq,2001,-0.5,0.8,10.1,61.0,0.8,0.6,2.7,1.5,0,0
Brian Shaw,2001,0.3,0.9,11.8,58.0,0.4,0.6,2.9,1.6,0,0
Howard Eisley,2001,-0.3,0.4,8.5,39.0,1.3,1.4,4.4,1.0,0,0
A.J. Guyton,2001,0.1,0.0,11.8,45.0,0.6,0.8,5.4,0.7,0,0
Glen Rice,2001,-0.3,0.0,8.0,20.0,1.5,1.2,8.6,2.1,0,0
Shammond Williams,2001,0.4,0.3,14.3,50.0,0.8,0.7,4.4,0.9,0,0
Wang Zhizhi,2001,0.4,0.4,16.1,55.0,1.0,0.5,5.6,1.7,0,0
Rafer Alston,2001,0.2,0.5,13.9,50.0,0.6,0.8,3.5,1.2,0,0
Mookie Blaylock,2001,-0.1,0.1,9.2,35.0,0.2,1.1,3.4,1.3,0,0
John Amaechi,2001,-0.9,0.3,5.4,54.0,1.9,1.0,3.2,1.1,0,0
Cal Bowdler,2001,-0.3,0.5,9.4,52.0,0.9,0.2,3.1,1.4,0,0
Dana Barros,2001,-0.1,0.5,10.5,29.0,0.9,1.1,6.7,1.9,0,0
Felipe López,2001,-0.4,0.4,7.8,67.0,0.8,0.5,2.5,0.8,0,0
Danny Manning,2001,0.1,0.6,11.7,41.0,0.8,0.6,4.0,2.0,0,0
Rusty LaRue,2001,-0.2,0.3,10.0,33.0,1.1,1.3,5.8,1.2,0,0
Rick Brunson,2001,0.1,0.5,12.2,59.0,0.7,0.8,2.1,0.8,0,0
Grant Hill,2001,0.3,0.5,16.7,14.0,5.7,2.6,16.8,6.9,0,0
Vonteego Cummings,2001,0.1,0.6,11.8,58.0,0.6,0.6,3.3,0.7,0,0
Marc Jackson,2001,-0.3,0.4,11.1,39.0,2.1,0.8,4.8,2.1,0,0
John Wallace,2001,-0.1,0.4,13.7,46.0,1.0,0.6,5.0,1.3,0,0
Quincy Lewis,2001,-0.3,0.4,7.0,36.0,0.6,0.9,4.0,0.9,0,0
Jamal Crawford,2001,0.2,0.2,15.3,23.0,0.6,1.4,9.3,1.3,0,0
Trajan Langdon,2001,0.1,0.1,13.5,44.0,1.0,0.9,4.8,1.0,0,0
Tracy Murray,2001,0.2,0.4,13.6,40.0,0.5,0.6,5.7,0.9,0,0
Tariq Abdul-Wahad,2001,-0.2,0.3,9.8,24.0,1.4,1.1,5.6,1.8,0,0
Dan Langhi,2001,-0.3,0.1,8.5,34.0,0.3,0.3,3.1,1.3,0,0
Travis Knight,2001,-0.7,0.4,5.3,49.0,0.4,0.6,2.0,1.1,0,0
Mark Pope,2001,-0.2,0.3,7.3,45.0,0.5,0.3,1.9,1.2,0,0
Alan Henderson,2001,0.0,0.4,13.4,26.0,1.7,0.8,5.5,2.5,0,0
Mark Blount,2001,-0.2,0.7,9.3,44.0,0.8,0.5,2.1,1.3,0,0
Eddie Gill,2001,-0.3,0.1,9.2,23.0,1.7,1.5,5.0,0.9,0,0
Anthony Johnson,2001,0.2,0.7,11.8,34.0,0.7,0.6,2.8,0.6,0,0
Jason Collier,2001,-0.3,0.1,11.1,25.0,1.3,0.5,4.2,2.0,0,0
Matt Bullard,2001,-0.2,0.2,6.8,31.0,0.4,0.4,3.4,1.2,0,0
Chris Dudley,2001,-0.2,0.4,7.1,43.0,0.3,0.3,1.1,1.2,0,0
Sean Marks,2001,-0.2,0.5,9.3,21.0,1.6,0.9,4.6,2.7,0,0
Isaac Austin,2001,-0.3,0.3,7.8,21.0,0.2,0.5,3.6,2.9,0,0
Evan Eschmeyer,2001,-0.2,0.4,9.9,31.0,1.1,0.5,2.0,2.0,0,0
Derrick Dial,2001,0.0,0.4,11.0,32.0,0.8,0.5,3.2,1.3,0,0
Jason Caffey,2001,-0.2,0.1,11.2,23.0,1.9,0.8,4.3,1.1,0,0
Jermaine Jackson,2001,0.0,0.2,12.3,24.0,1.0,0.6,2.4,1.0,0,0
Calvin Booth,2001,0.0,0.3,11.9,15.0,1.6,1.1,6.2,2.3,0,0
William Avery,2001,-0.3,0.1,5.4,28.0,0.7,0.7,2.5,0.7,0,0
Shawnelle Scott,2001,-0.2,0.2,14.5,21.0,1.0,0.7,3.9,2.4,0,0
Robert Pack,2001,-0.2,0.2,9.1,16.0,0.9,1.3,3.9,1.0,0,0
Felton Spencer,2001,-0.5,0.3,0.8,32.0,1.0,0.4,0.9,1.1,0,0
Antonio McDyess,2001,0.3,0.2,21.0,10.0,3.3,2.0,11.3,3.7,0,0
Cherokee Parks,2001,-0.2,0.4,7.6,42.0,0.2,0.3,1.5,0.8,0,0
Erick Barkley,2001,-0.1,0.3,9.8,19.0,0.5,0.6,3.1,0.7,0,0
Stephen Jackson,2001,-0.1,0.4,7.9,23.0,0.7,1.0,3.9,1.0,0,0
Olumide Oyedeji,2001,-0.2,0.3,11.2,36.0,0.5,0.4,1.5,1.4,0,0
Nick Anderson,2001,-0.2,0.2,4.9,15.0,0.6,0.9,4.0,2.1,0,0
Mikki Moore,2001,0.0,0.3,14.9,30.0,0.9,0.5,2.6,1.0,0,0
Mark Bryant,2001,0.0,0.3,11.5,30.0,0.3,0.2,1.9,0.6,0,0
Dean Garrett,2001,-0.3,0.3,6.3,34.0,0.1,0.3,1.1,1.2,0,0
Jabari Smith,2001,0.0,0.3,13.1,23.0,1.4,0.2,3.2,0.9,0,0
Lavor Postell,2001,-0.1,0.1,11.0,23.0,1.8,0.5,4.0,0.6,0,0
Harold Jamison,2001,0.0,0.1,13.9,25.0,0.6,0.2,2.2,0.6,0,0
Randy Livingston,2001,0.1,0.2,12.0,13.0,0.8,0.2,3.2,1.2,0,0
Isaiah Rider,2001,0.1,0.1,16.3,10.0,1.7,1.4,9.3,2.3,0,0
Michael Ruffin,2001,-0.1,0.3,5.5,15.0,0.5,0.7,1.1,1.9,0,0
Carlos Rogers,2001,0.1,0.2,15.3,22.0,0.9,0.2,2.7,1.1,0,0
Sam Mack,2001,-0.2,0.2,3.1,12.0,0.6,0.6,3.3,1.0,0,0
Keyon Dooling,2001,-0.1,0.0,7.4,14.0,0.9,0.7,4.1,0.2,0,0
Mateen Cleaves,2001,-0.2,0.2,8.8,32.0,0.3,0.8,2.2,0.2,0,0
Amal McCaskill,2001,-0.2,0.3,10.2,27.0,1.0,0.5,1.9,0.7,0,0
Obinna Ekezie,2001,-0.1,0.1,11.0,29.0,1.4,0.3,1.9,0.8,0,0
Jaren Jackson,2001,-0.1,0.1,7.2,9.0,0.4,0.9,4.3,1.8,0,0
Chris Crawford,2001,-0.1,0.1,11.5,7.0,2.1,1.4,7.6,2.3,0,0
Doug Overton,2001,-0.2,0.1,4.8,18.0,0.4,0.7,2.2,0.6,0,0
Michael Dickerson,2001,-0.1,0.0,6.4,4.0,1.5,2.0,10.8,2.3,0,0
Donny Marshall,2001,-0.1,0.1,7.7,20.0,0.9,0.1,1.5,0.7,0,0
Jelani McCoy,2001,0.0,0.1,9.5,21.0,0.4,0.4,1.2,0.8,0,0
Victor Alexander,2001,-0.2,0.1,9.2,15.0,0.5,0.3,2.7,1.5,0,0
Michael Stewart,2001,-0.1,0.1,8.6,11.0,1.0,0.4,2.0,1.2,0,0
Chucky Brown,2001,0.0,0.2,10.1,18.0,0.1,0.3,1.2,1.3,0,0
Jason Hart,2001,0.0,0.2,13.5,10.0,0.6,0.8,2.6,0.9,0,0
Mitchell Butler,2001,-0.1,0.0,9.4,11.0,1.1,0.5,2.6,0.7,0,0
Brent Price,2001,-0.1,0.1,6.6,20.0,0.7,0.5,1.6,0.2,0,0
Bruno Šundov,2001,-0.1,0.1,8.7,22.0,0.1,0.2,1.5,0.6,0,0
Theo Ratliff,2001,0.0,0.1,11.1,3.0,3.7,2.3,8.7,3.7,0,0
Jérôme Moïso,2001,-0.1,0.2,5.9,15.0,0.0,0.5,1.1,1.4,0,0
Cedric Henderson,2001,0.1,0.1,14.4,12.0,0.6,0.7,3.0,0.2,0,0
Dee Brown,2001,-0.2,0.1,-3.2,7.0,0.0,0.6,1.0,1.3,0,0
Steve Goodrich,2001,-0.1,0.1,-0.9,9.0,0.2,0.3,0.6,0.4,0,0
Elliot Perry,2001,-0.1,0.0,5.3,2.0,1.0,3.5,5.5,2.0,0,0
Antonio Harvey,2001,0.0,0.0,7.8,5.0,0.4,0.6,1.8,0.8,0,0
Reggie Slater,2001,0.0,0.0,17.9,8.0,1.3,0.1,2.6,0.5,0,0
Mamadou N'Diaye,2001,0.0,0.0,20.6,5.0,2.0,0.2,4.0,1.0,0,0
Brian Cardinal,2001,0.0,0.0,15.9,8.0,0.3,0.0,2.1,0.5,0,0
Tim James,2001,-0.1,0.0,4.8,9.0,0.7,0.3,1.3,0.2,0,0
Matt Geiger,2001,-0.1,0.0,-1.6,4.0,0.5,0.5,0.8,0.8,0,0
Eldridge Recasner,2001,0.0,0.0,5.3,6.0,0.2,0.2,0.8,0.0,0,0
Ira Bowman,2001,0.1,0.0,16.4,3.0,0.0,0.0,3.3,0.3,0,0
Greg Foster,2001,-0.1,0.0,4.8,6.0,0.7,0.0,1.2,1.3,0,0
Daniel Santiago,2001,0.0,0.0,9.6,3.0,0.0,0.7,2.7,2.3,0,0
Darrick Martin,2001,-0.1,0.0,-11.2,3.0,0.7,0.3,0.3,0.3,0,0
Mike Penberthy,2001,0.0,0.0,31.3,3.0,1.3,0.0,1.7,0.7,0,0
Larry Robinson,2001,0.0,0.0,3.8,2.0,0.0,0.0,1.5,1.0,0,0
Vinny Del Negro,2001,0.0,0.0,7.1,2.0,0.0,0.0,1.0,0.0,0,0
Randy Brown,2001,0.0,0.0,8.6,1.0,0.0,0.0,0.0,0.0,0,0
Dickey Simpkins,2001,0.0,0.0,11.6,1.0,0.0,0.0,0.0,0.0,0,0
Allen Iverson,2002,4.8,4.2,21.2,82.0,9.0,3.5,27.6,3.4,1,2
Kobe Bryant,2002,7.7,4.0,26.2,82.0,8.7,3.5,30.0,5.6,1,1
Shawn Marion,2002,6.5,5.8,21.3,81.0,3.6,1.9,21.2,7.1,0,0
Jalen Rose,2002,0.7,1.1,14.9,82.0,5.7,3.5,22.1,3.5,0,0
Kevin Garnett,2002,8.7,5.8,26.4,82.0,6.1,2.8,23.0,10.5,1,1
Jamal Mashburn,2002,3.5,3.6,18.0,82.0,4.5,2.8,21.6,5.3,1,3
Steve Francis,2002,4.8,3.7,20.6,81.0,7.3,3.7,21.0,4.2,0,0
Stephon Marbury,2002,4.0,2.5,20.1,81.0,5.8,3.2,22.3,2.6,1,3
Antoine Walker,2002,1.3,4.2,14.6,78.0,3.7,3.3,20.1,5.9,0,0
Antawn Jamison,2002,2.2,0.3,19.0,82.0,5.8,2.2,22.2,4.7,0,0
Gary Payton,2002,4.1,2.1,21.1,80.0,4.4,2.3,20.4,3.2,0,0
Tim Duncan,2002,7.7,6.9,26.9,81.0,7.8,3.1,23.3,9.7,1,1
Ricky Davis,2002,1.3,1.5,16.1,79.0,5.9,3.5,20.6,3.7,0,0
Dirk Nowitzki,2002,7.3,5.3,25.6,80.0,6.9,1.9,25.1,8.9,1,2
Allan Houston,2002,2.4,0.6,17.7,82.0,4.8,2.2,22.5,2.5,0,0
Eric Snow,2002,2.1,2.7,15.6,82.0,4.6,2.4,12.9,2.8,0,0
Paul Pierce,2002,5.4,4.8,22.7,79.0,9.5,3.6,25.9,6.0,1,3
Shareef Abdur-Rahim,2002,2.8,2.3,19.9,81.0,6.7,2.6,19.9,6.2,0,0
Jason Terry,2002,3.0,1.4,18.2,81.0,3.6,3.1,17.2,3.0,0,0
Rashard Lewis,2002,2.1,2.8,16.7,77.0,4.5,1.9,18.1,4.6,0,0
Cuttino Mobley,2002,1.7,2.5,14.7,73.0,3.9,2.3,17.5,3.2,0,0
Michael Jordan,2002,2.8,3.4,19.3,82.0,4.0,2.1,20.0,5.2,0,0
Jason Kidd,2002,6.5,5.8,22.2,80.0,5.0,3.7,18.7,4.9,1,2
Tracy McGrady,2002,9.3,2.9,30.3,75.0,9.7,2.6,32.1,4.9,1,1
Morris Peterson,2002,0.1,1.1,12.6,82.0,3.0,1.6,14.1,3.2,0,0
Pau Gasol,2002,2.8,2.0,20.7,82.0,6.9,2.6,19.0,6.4,0,0
Karl Malone,2002,4.6,4.3,21.7,81.0,7.7,2.6,20.6,6.4,0,0
Andre Miller,2002,0.6,1.0,15.2,80.0,4.9,2.6,13.6,2.9,0,0
Ray Allen,2002,4.1,1.5,21.3,76.0,4.5,2.6,22.5,3.8,0,0
Richard Jefferson,2002,2.5,4.4,16.6,80.0,5.5,2.0,15.5,4.6,0,0
Ben Wallace,2002,4.3,7.9,17.2,73.0,2.6,1.2,6.9,11.4,1,2
Gilbert Arenas,2002,2.4,0.7,18.6,82.0,5.7,3.5,18.3,3.5,0,0
Jermaine O'Neal,2002,3.5,5.2,21.4,77.0,6.6,2.3,20.8,7.7,1,3
Latrell Sprewell,2002,1.5,1.6,14.3,74.0,2.9,2.3,16.4,3.2,0,0
Derek Fisher,2002,0.5,1.4,11.9,82.0,1.5,1.1,10.5,2.4,0,0
Clifford Robinson,2002,1.4,4.0,12.4,81.0,2.9,2.0,12.2,2.9,0,0
Tony Parker,2002,1.7,2.6,16.5,82.0,3.5,2.4,15.5,2.2,0,0
Desmond Mason,2002,0.4,1.9,15.2,80.0,3.5,1.4,14.3,4.6,0,0
Jerry Stackhouse,2002,2.3,1.4,18.7,70.0,7.4,2.8,21.5,2.8,0,0
Juwan Howard,2002,2.1,3.4,17.2,77.0,4.6,2.5,18.4,5.2,0,0
Steve Nash,2002,4.5,1.9,22.6,82.0,4.1,2.3,17.7,2.1,1,3
Doug Christie,2002,3.6,4.7,15.0,80.0,2.2,1.8,9.4,3.5,0,0
David Wesley,2002,2.1,2.5,15.1,73.0,3.2,1.8,16.7,1.9,0,0
Sam Cassell,2002,3.2,0.8,22.3,78.0,5.7,2.3,19.7,3.7,0,0
Jason Richardson,2002,1.0,0.3,14.8,82.0,3.3,2.2,15.6,3.3,0,0
Rasheed Wallace,2002,3.1,3.4,18.5,74.0,3.7,1.9,18.1,5.9,0,0
Michael Finley,2002,2.4,2.5,17.6,69.0,3.3,1.7,19.3,4.3,0,0
Brian Grant,2002,1.1,4.1,15.6,82.0,2.5,1.6,10.3,7.3,0,0
Richard Hamilton,2002,1.6,3.0,18.7,82.0,6.4,2.4,19.7,2.8,0,0
Alvin Williams,2002,1.6,1.2,16.7,78.0,3.1,1.6,13.2,2.4,0,0
Kenyon Martin,2002,2.0,5.3,16.9,77.0,5.1,2.5,16.7,6.2,0,0
Chris Webber,2002,3.6,5.3,20.9,67.0,5.3,3.2,23.0,8.1,1,2
P.J. Brown,2002,3.0,3.8,17.6,78.0,3.0,1.3,10.7,5.9,0,0
Troy Hudson,2002,1.1,1.1,15.2,79.0,2.9,2.3,14.2,1.8,0,0
Glenn Robinson,2002,0.8,1.9,16.7,69.0,4.4,3.6,20.8,5.4,0,0
Pat Garrity,2002,0.7,1.3,11.2,81.0,1.2,1.0,10.7,2.9,0,0
Kurt Thomas,2002,1.3,3.0,16.7,81.0,2.3,1.7,14.0,5.9,0,0
Bruce Bowen,2002,1.4,2.7,9.1,82.0,1.1,0.9,7.1,2.2,0,0
Matt Harpring,2002,2.6,2.4,19.3,78.0,4.2,2.1,17.6,4.2,0,0
Derek Anderson,2002,2.8,2.2,16.9,76.0,3.5,1.7,13.9,2.8,0,0
Shaquille O'Neal,2002,5.5,3.0,29.5,67.0,10.8,2.9,27.5,7.2,1,1
Theo Ratliff,2002,0.8,3.4,13.8,81.0,2.6,1.7,8.7,5.6,0,0
James Posey,2002,1.7,3.1,13.5,83.0,3.0,1.7,10.8,4.0,0,0
Troy Murphy,2002,0.8,1.7,15.9,79.0,3.7,1.4,11.7,7.3,0,0
Brent Barry,2002,2.9,2.5,15.8,75.0,2.1,1.9,10.3,3.4,0,0
Al Harrington,2002,-0.5,3.2,12.4,82.0,3.3,2.0,12.2,4.3,0,0
Elton Brand,2002,3.1,2.7,21.7,62.0,5.7,2.6,18.5,6.8,0,0
Peja Stojaković,2002,3.4,3.3,19.6,72.0,3.7,1.4,19.2,4.7,0,0
Jamaal Magloire,2002,0.5,3.8,15.4,82.0,3.9,1.9,10.3,5.7,0,0
Zydrunas Ilgauskas,2002,1.0,2.1,19.4,81.0,6.3,2.6,17.2,4.6,0,0
Jason Williams,2002,1.9,0.7,17.1,76.0,1.7,2.2,12.1,2.5,0,0
Bonzi Wells,2002,1.1,3.1,15.7,75.0,4.2,2.9,15.2,3.9,0,0
Vlade Divac,2002,2.5,4.4,15.6,80.0,3.1,1.9,9.9,5.2,0,0
Shane Battier,2002,2.5,1.5,15.0,78.0,1.9,0.9,9.7,2.8,0,0
Donyell Marshall,2002,1.9,3.1,18.4,78.0,2.8,1.7,13.4,6.0,0,0
Aaron McKie,2002,1.9,3.0,13.7,80.0,1.7,1.4,9.0,3.6,0,0
Tim Thomas,2002,-0.1,1.0,14.3,80.0,2.3,1.7,13.3,3.7,0,0
Calbert Cheaney,2002,-0.4,1.7,9.8,81.0,0.9,1.3,8.6,2.6,0,0
Darrell Armstrong,2002,1.7,2.2,14.6,82.0,2.3,2.0,9.4,2.5,0,0
Eric Williams,2002,0.7,2.6,13.1,82.0,3.3,1.2,9.1,2.9,0,0
Jerome Williams,2002,1.0,2.5,15.6,71.0,4.0,1.4,9.7,5.9,0,0
Robert Horry,2002,1.6,2.5,12.4,80.0,1.7,1.4,6.5,4.2,0,0
Rasho Nesterović,2002,1.1,2.6,14.7,77.0,1.2,1.3,11.2,4.6,0,0
Keith Van Horn,2002,1.4,2.6,17.3,74.0,3.2,2.0,15.9,4.9,0,0
Chauncey Billups,2002,3.8,2.9,20.4,74.0,4.9,1.8,16.2,3.2,0,0
Malik Allen,2002,-1.4,2.6,9.9,80.0,1.5,1.6,9.6,3.6,0,0
Metta World Peace,2002,3.1,4.1,17.6,69.0,5.4,2.1,15.5,3.8,0,0
Michael Redd,2002,3.4,1.1,21.0,82.0,2.3,0.9,15.1,3.3,0,0
Dale Davis,2002,1.5,2.6,14.5,78.0,2.1,0.9,7.4,4.2,0,0
John Stockton,2002,4.0,2.5,21.0,82.0,3.5,2.2,10.8,1.8,0,0
Brad Miller,2002,2.9,3.4,19.3,73.0,4.9,1.6,13.1,5.7,0,0
Joe Johnson,2002,0.4,1.9,11.6,82.0,1.5,1.3,9.8,2.5,0,0
Stephen Jackson,2002,1.7,3.6,14.5,80.0,2.3,2.2,11.8,2.8,0,0
Anthony Peeler,2002,0.7,1.7,11.0,82.0,0.6,1.0,7.7,2.5,0,0
Howard Eisley,2002,1.3,1.0,14.1,82.0,1.3,1.8,9.1,2.0,0,0
Jamaal Tinsley,2002,1.1,3.1,13.4,73.0,1.5,2.6,7.8,2.8,0,0
Christian Laettner,2002,2.2,2.8,16.1,76.0,1.9,1.1,8.3,5.1,0,0
Andrei Kirilenko,2002,4.4,3.8,21.1,80.0,4.6,1.7,12.0,3.4,0,0
Jumaine Jones,2002,0.3,1.2,12.3,80.0,1.0,1.3,9.8,3.7,0,0
Mike Miller,2002,1.0,1.3,14.7,65.0,2.9,1.9,15.6,4.5,0,0
Rick Fox,2002,0.6,1.6,11.9,76.0,0.9,1.6,9.0,3.4,0,0
Larry Hughes,2002,1.2,2.1,15.5,67.0,2.8,2.0,12.8,3.6,0,0
Anthony Mason,2002,0.3,0.6,11.3,65.0,1.8,1.2,7.2,5.0,0,0
Reggie Miller,2002,2.3,1.8,15.9,70.0,3.3,0.9,12.6,2.2,0,0
Kendall Gill,2002,-0.4,1.8,10.6,82.0,2.0,1.3,8.7,2.4,0,0
Corliss Williamson,2002,0.1,2.5,15.7,82.0,3.7,1.5,12.0,2.6,0,0
Nick Van Exel,2002,1.1,1.3,15.6,73.0,2.0,1.7,12.5,2.4,0,0
Clarence Weatherspoon,2002,1.0,2.2,14.5,79.0,2.5,0.8,6.6,4.9,0,0
Darius Miles,2002,-0.9,1.4,9.7,67.0,2.3,2.7,9.2,3.7,0,0
Corey Maggette,2002,1.2,1.0,17.4,64.0,6.3,2.3,16.8,3.8,0,0
Trenton Hassell,2002,-0.7,1.2,6.0,82.0,0.7,1.0,4.2,2.7,0,0
Jamal Crawford,2002,1.2,1.1,15.4,80.0,1.6,1.7,10.7,2.1,0,0
Tyronn Lue,2002,0.3,0.9,12.9,75.0,1.4,1.0,8.6,1.7,0,0
Predrag Drobnjak,2002,-0.2,1.6,12.5,82.0,1.4,0.8,9.4,2.5,0,0
Lorenzen Wright,2002,-0.5,1.5,14.4,70.0,3.2,1.6,11.4,5.1,0,0
Erick Dampier,2002,0.5,1.0,15.8,82.0,2.7,1.4,8.2,3.6,0,0
Kenny Thomas,2002,0.6,2.5,14.9,66.0,3.0,1.8,10.1,5.2,0,0
Milt Palacio,2002,-1.2,0.8,8.2,80.0,1.1,1.6,5.0,2.3,0,0
Lucious Harris,2002,1.0,2.5,13.5,77.0,2.5,0.9,10.3,2.2,0,0
Kerry Kittles,2002,3.3,3.4,18.3,65.0,2.1,0.8,13.0,3.1,0,0
Walter McCarty,2002,0.8,2.5,10.8,82.0,1.2,0.8,6.1,2.7,0,0
Wesley Person,2002,0.7,0.2,13.5,66.0,1.5,0.8,11.0,2.5,0,0
Malik Rose,2002,0.7,3.3,16.1,79.0,3.9,2.2,10.4,4.5,0,0
Ira Newble,2002,0.4,0.8,11.7,73.0,1.2,0.9,7.7,2.5,0,0
Brendan Haywood,2002,0.1,1.9,13.5,81.0,3.0,0.8,6.2,2.6,0,0
Voshon Lenard,2002,0.5,0.7,14.4,63.0,3.1,1.6,14.3,2.6,0,0
Greg Ostertag,2002,0.2,2.6,11.5,81.0,2.4,1.3,5.4,4.0,0,0
Scottie Pippen,2002,1.7,2.6,15.3,64.0,2.3,2.6,10.8,3.5,0,0
Vladimir Radmanović,2002,0.8,1.9,13.0,72.0,1.4,1.4,10.1,3.4,0,0
