Player,Season,TS%,WS/48,VORP,PTS,TRB,AST,STL,BLK,AllNBA
Jordan Farmar,2016,0.5,0.063,0.0,6.0,1.5,4.5,1.0,0.0,0
Jarrett Jack,2016,0.773,0.06,0.0,3.0,0.0,2.5,1.0,0.0,0
Michael Gbinije,2016,0.184,-0.136,-0.1,0.4,0.3,0.2,0.0,0.0,0
Justin Harper,2016,0.5,-0.103,-0.1,4.0,1.7,0.7,0.0,0.0,0
Josh Huestis,2016,0.612,0.265,0.1,7.0,4.5,1.5,0.0,1.5,0
Arinze Onuaku,2016,0.5,-0.005,0.0,0.5,0.8,0.3,0.0,0.1,0
Edy Tavares,2016,0.633,0.15,0.0,4.0,5.5,0.5,0.0,3.0,0
Manny Harris,2016,0.239,-0.364,-0.1,2.0,2.3,0.5,0.0,0.0,0
Mike Tobey,2016,0.25,-0.07,0.0,1.0,1.5,0.5,0.0,0.0,0
Diamond Stone,2016,0.339,-0.211,-0.1,1.4,0.9,0.0,0.0,0.1,0
Elijah Millsap,2016,0.19,-0.233,-0.1,1.5,3.0,0.5,0.0,0.0,0
Steve Novak,2016,0.357,-0.075,-0.1,0.6,0.4,0.0,0.0,0.0,0
Gary Neal,2016,0.228,-0.189,-0.1,2.0,0.5,0.5,0.0,0.0,0
Aaron Harrison,2016,0.102,-0.146,0.0,0.2,0.6,0.6,0.0,0.0,0
Demetrius Jackson,2016,0.753,0.386,0.1,2.0,0.8,0.6,0.0,0.0,0
Larry Sanders,2016,0.41,-0.029,0.0,0.8,0.8,0.0,0.2,0.2,0
John Jenkins,2016,0.595,0.167,0.0,1.8,0.3,0.3,0.0,0.0,0
Dahntay Jones,2016,0.461,-0.03,0.0,9.0,2.0,1.0,0.0,0.0,0
John Lucas III,2016,0.25,-0.033,0.0,0.4,0.0,0.2,0.4,0.0,0
Ben Bentil,2016,0.0,-0.473,-0.1,0.0,0.7,0.0,0.0,0.0,0
R.J. Hunter,2016,0.0,-0.088,0.0,0.0,0.3,0.0,0.0,0.0,0
Brice Johnson,2016,0.286,-0.165,0.0,1.3,1.0,0.3,0.7,0.3,0
Jarnell Stokes,2016,0.798,0.48,0.0,1.5,1.0,1.0,0.5,0.0,0
Danuel House Jr.,2016,,0.163,0.0,0.0,1.0,0.0,0.0,0.0,0
LeBron James,2017,0.621,0.221,8.2,27.5,8.6,9.1,1.4,0.9,1
Khris Middleton,2017,0.577,0.111,1.5,20.1,5.2,4.0,1.5,0.3,0
Andrew Wiggins,2017,0.505,0.033,-0.3,17.7,4.4,2.0,1.1,0.6,0
Bradley Beal,2017,0.564,0.111,3.1,22.6,4.4,4.5,1.2,0.4,0
Jrue Holiday,2017,0.57,0.116,2.7,19.0,4.5,6.0,1.5,0.8,0
CJ McCollum,2017,0.536,0.108,2.4,21.4,4.0,3.4,1.0,0.4,0
Karl-Anthony Towns,2017,0.646,0.23,5.2,21.3,12.3,2.4,0.8,1.4,3
Russell Westbrook,2017,0.524,0.166,6.1,25.4,10.1,10.3,1.8,0.3,2
Paul George,2017,0.57,0.147,3.6,21.9,5.7,3.3,2.0,0.5,3
Giannis Antetokounmpo,2017,0.598,0.207,5.7,26.9,10.0,4.8,1.5,1.4,2
Kemba Walker,2017,0.572,0.15,4.2,22.1,3.1,5.6,1.1,0.3,0
Ben Simmons,2017,0.557,0.162,4.5,15.8,8.1,8.2,1.7,0.9,0
Anthony Davis,2017,0.612,0.241,5.9,28.1,11.1,2.3,1.5,2.6,1
Taj Gibson,2017,0.61,0.126,1.0,12.2,7.1,1.2,0.8,0.7,0
DeMar DeRozan,2017,0.555,0.17,3.2,23.0,3.9,5.2,1.1,0.3,2
Josh Richardson,2017,0.551,0.096,1.8,12.9,3.5,2.9,1.5,0.9,0
Will Barton,2017,0.562,0.111,2.1,15.7,5.0,4.1,1.0,0.6,0
Damian Lillard,2017,0.594,0.227,6.3,26.9,4.5,6.6,1.1,0.4,1
Tobias Harris,2017,0.565,0.12,2.6,18.6,5.5,2.4,0.9,0.4,0
Donovan Mitchell,2017,0.541,0.095,2.2,20.5,3.7,3.7,1.5,0.3,0
Harrison Barnes,2017,0.539,0.07,1.0,18.9,6.1,2.0,0.6,0.2,0
Andre Drummond,2017,0.555,0.188,3.4,15.0,16.0,3.0,1.5,1.6,0
Thaddeus Young,2017,0.528,0.101,1.4,11.8,6.3,1.9,1.7,0.4,0
Lou Williams,2017,0.574,0.125,2.8,22.6,2.5,5.3,1.1,0.2,0
E'Twaun Moore,2017,0.593,0.081,0.3,12.5,2.9,2.3,1.0,0.1,0
Joe Ingles,2017,0.623,0.141,2.8,11.5,4.2,4.8,1.1,0.2,0
Jamal Murray,2017,0.576,0.103,1.1,16.7,3.7,3.4,1.0,0.3,0
Victor Oladipo,2017,0.577,0.155,5.0,23.1,5.2,4.3,2.4,0.8,3
James Harden,2017,0.619,0.289,7.7,30.4,5.4,8.8,1.8,0.7,1
Robert Covington,2017,0.563,0.116,2.3,12.6,5.4,2.0,1.7,0.9,0
Kyle Lowry,2017,0.598,0.194,4.5,16.2,5.6,6.9,1.1,0.2,0
LaMarcus Aldridge,2017,0.57,0.209,3.7,23.1,8.5,2.0,0.6,1.2,2
Klay Thompson,2017,0.598,0.094,1.0,20.0,3.8,2.5,0.8,0.5,0
Carmelo Anthony,2017,0.503,0.071,0.0,16.2,5.8,1.3,0.6,0.6,0
Steven Adams,2017,0.63,0.187,2.0,13.9,9.0,1.2,1.2,1.0,0
Taurean Prince,2017,0.549,0.038,0.6,14.1,4.7,2.6,1.0,0.5,0
Bojan Bogdanović,2017,0.605,0.105,0.8,14.3,3.4,1.5,0.7,0.1,0
Dwight Howard,2017,0.577,0.132,1.2,16.6,12.5,1.3,0.6,1.6,0
Kentavious Caldwell-Pope,2017,0.561,0.103,1.4,13.4,5.2,2.2,1.4,0.2,0
Jayson Tatum,2017,0.586,0.139,2.0,13.9,5.0,1.6,1.0,0.7,0
Nikola Jokić,2017,0.603,0.211,5.5,18.5,10.7,6.1,1.2,0.8,0
Otto Porter Jr.,2017,0.602,0.161,3.4,14.7,6.4,2.0,1.5,0.5,0
DeAndre Jordan,2017,0.648,0.186,2.1,12.0,15.2,1.5,0.5,0.9,0
Marc Gasol,2017,0.532,0.08,2.7,17.2,8.1,4.2,0.7,1.4,0
Kyle Kuzma,2017,0.549,0.077,0.8,16.1,6.3,1.8,0.6,0.4,0
Goran Dragić,2017,0.543,0.106,1.4,17.3,4.1,4.8,0.8,0.2,0
Dillon Brooks,2017,0.531,0.025,-1.2,11.0,3.1,1.6,0.9,0.2,0
Wilson Chandler,2017,0.542,0.067,-0.1,10.0,5.4,2.1,0.6,0.5,0
Kevin Durant,2017,0.64,0.215,5.5,26.4,6.8,5.4,0.7,1.8,1
Eric Bledsoe,2017,0.582,0.116,2.6,17.7,3.8,5.0,2.0,0.6,0
Jeff Teague,2017,0.553,0.101,1.4,14.2,3.0,7.0,1.5,0.3,0
Dario Šarić,2017,0.582,0.137,1.9,14.6,6.7,2.6,0.7,0.3,0
Courtney Lee,2017,0.564,0.082,1.0,12.0,2.9,2.4,1.1,0.2,0
Spencer Dinwiddie,2017,0.527,0.118,1.5,12.6,3.2,6.6,0.9,0.3,0
Gary Harris,2017,0.597,0.114,1.7,17.5,2.6,2.9,1.8,0.2,0
Draymond Green,2017,0.556,0.127,2.8,11.0,7.6,7.3,1.4,1.3,0
Yogi Ferrell,2017,0.54,0.064,0.4,10.2,3.0,2.5,0.8,0.1,0
P.J. Tucker,2017,0.537,0.082,0.5,6.1,5.6,0.9,1.0,0.3,0
Al Horford,2017,0.575,0.165,3.7,12.9,7.4,4.7,0.6,1.1,0
Trevor Ariza,2017,0.567,0.113,1.5,11.7,4.4,1.6,1.5,0.2,0
Justin Holiday,2017,0.513,0.036,0.0,12.2,4.0,2.1,1.1,0.4,0
Ricky Rubio,2017,0.537,0.112,1.6,13.1,4.6,5.3,1.6,0.1,0
J.R. Smith,2017,0.534,0.031,-0.6,8.3,2.9,1.8,0.9,0.1,0
Kelly Oubre Jr.,2017,0.534,0.08,0.2,11.8,4.5,1.2,1.0,0.4,0
Cory Joseph,2017,0.503,0.068,0.3,7.9,3.2,3.2,1.0,0.2,0
Allen Crabbe,2017,0.558,0.07,0.7,13.2,4.3,1.6,0.6,0.5,0
Julius Randle,2017,0.606,0.145,1.4,16.1,8.0,2.6,0.5,0.5,0
DeMarre Carroll,2017,0.55,0.091,1.2,13.5,6.6,2.0,0.8,0.4,0
Bogdan Bogdanović,2017,0.556,0.064,0.3,11.8,2.9,3.3,0.9,0.2,0
Jimmy Butler,2017,0.59,0.198,4.2,22.2,5.3,4.9,2.0,0.4,3
Eric Gordon,2017,0.578,0.105,1.3,18.0,2.5,2.2,0.6,0.4,0
Derrick Favors,2017,0.593,0.179,1.9,12.3,7.2,1.3,0.7,1.1,0
Jaylen Brown,2017,0.562,0.1,0.8,14.5,4.9,1.6,1.0,0.4,0
T.J. Warren,2017,0.541,0.077,0.7,19.6,5.1,1.3,1.0,0.6,0
Wesley Matthews,2017,0.541,0.059,0.6,12.7,3.1,2.7,1.2,0.3,0
JJ Redick,2017,0.614,0.15,1.7,17.1,2.5,3.0,0.5,0.1,0
Patty Mills,2017,0.558,0.093,0.5,10.0,1.9,2.8,0.7,0.1,0
Denzel Valentine,2017,0.527,0.057,0.5,10.2,5.1,3.2,0.8,0.1,0
Serge Ibaka,2017,0.574,0.117,1.0,12.6,6.3,0.8,0.4,1.3,0
Jae Crowder,2017,0.525,0.06,-0.3,9.7,3.4,1.2,0.8,0.3,0
Jusuf Nurkić,2017,0.528,0.108,1.1,14.3,9.0,1.8,0.8,1.4,0
Dennis Schröder,2017,0.515,0.059,0.7,19.4,3.1,6.2,1.1,0.1,0
Marcin Gortat,2017,0.546,0.113,0.8,8.4,7.6,1.8,0.5,0.7,0
Al-Farouq Aminu,2017,0.522,0.097,1.3,9.3,7.6,1.2,1.1,0.6,0
Dragan Bender,2017,0.524,0.001,-0.9,6.5,4.4,1.6,0.3,0.6,0
Terry Rozier,2017,0.52,0.13,2.1,11.3,4.7,2.9,1.0,0.2,0
Austin Rivers,2017,0.526,0.056,0.4,15.1,2.4,4.0,1.2,0.3,0
Tony Snell,2017,0.578,0.056,-0.1,6.9,1.9,1.3,0.6,0.4,0
Tyler Johnson,2017,0.549,0.097,0.9,11.7,3.4,2.3,0.8,0.5,0
Dennis Smith Jr.,2017,0.473,-0.017,-0.2,15.2,3.8,5.2,1.0,0.3,0
Willie Cauley-Stein,2017,0.529,0.092,1.0,12.8,7.0,2.4,1.1,0.9,0
Ish Smith,2017,0.525,0.102,1.0,10.9,2.7,4.4,0.8,0.2,0
Wayne Ellington,2017,0.588,0.105,1.2,11.2,2.8,1.0,0.7,0.1,0
Evan Turner,2017,0.52,0.061,-0.3,8.2,3.1,2.2,0.6,0.4,0
Clint Capela,2017,0.65,0.242,2.8,13.9,10.8,0.9,0.8,1.9,0
Jonathon Simmons,2017,0.555,0.045,-0.5,13.9,3.5,2.5,0.8,0.2,0
De'Aaron Fox,2017,0.478,-0.014,-1.1,11.6,2.8,4.4,1.0,0.3,0
Buddy Hield,2017,0.557,0.067,1.5,13.5,3.8,1.9,1.1,0.3,0
Lauri Markkanen,2017,0.552,0.079,0.9,15.2,7.5,1.2,0.6,0.6,0
Darren Collison,2017,0.61,0.181,2.4,12.4,2.6,5.3,1.3,0.2,0
Marvin Williams,2017,0.603,0.119,1.5,9.5,4.7,1.2,0.7,0.5,0
Nicolas Batum,2017,0.523,0.084,1.2,11.6,4.8,5.5,1.0,0.4,0
Kyle Anderson,2017,0.582,0.151,2.4,7.9,5.4,2.7,1.6,0.8,0
Joe Harris,2017,0.634,0.097,1.0,10.8,3.3,1.6,0.4,0.3,0
Brandon Ingram,2017,0.536,0.068,0.4,16.1,5.3,3.9,0.8,0.7,0
John Henson,2017,0.582,0.12,0.5,8.8,6.8,1.5,0.6,1.4,0
Blake Griffin,2017,0.544,0.12,2.7,21.4,7.4,5.8,0.7,0.3,0
Markieff Morris,2017,0.566,0.08,0.4,11.5,5.6,1.9,0.8,0.5,0
Jeremy Lamb,2017,0.559,0.12,1.8,12.9,4.1,2.3,0.8,0.4,0
Josh Jackson,2017,0.48,-0.018,-1.1,13.1,4.6,1.5,1.0,0.5,0
Marco Belinelli,2017,0.581,0.092,0.8,12.1,1.9,1.9,0.8,0.2,0
Darius Miller,2017,0.617,0.075,0.1,7.8,2.0,1.4,0.3,0.2,0
James Johnson,2017,0.575,0.123,1.7,10.8,4.9,3.8,1.0,0.7,0
Kyrie Irving,2017,0.61,0.222,4.5,24.4,3.8,5.1,1.1,0.3,0
Rondae Hollis-Jefferson,2017,0.548,0.103,1.0,13.9,6.8,2.5,1.0,0.7,0
Joel Embiid,2017,0.573,0.155,2.6,22.9,11.0,3.2,0.6,1.8,2
Aaron Gordon,2017,0.53,0.072,1.1,17.6,7.9,2.3,1.0,0.8,0
Dirk Nowitzki,2017,0.575,0.121,2.1,12.0,5.7,1.6,0.6,0.6,0
Stanley Johnson,2017,0.48,0.046,-0.4,8.7,3.7,1.6,1.4,0.2,0
Jordan Clarkson,2017,0.542,0.077,1.0,13.9,2.7,2.7,0.7,0.1,0
Tim Hardaway Jr.,2017,0.533,0.067,0.7,17.5,3.9,2.7,1.1,0.2,0
Devin Booker,2017,0.561,0.063,1.4,24.9,4.5,4.7,0.9,0.3,0
Caris LeVert,2017,0.525,0.058,0.6,12.1,3.7,4.2,1.2,0.3,0
Lance Stephenson,2017,0.495,0.046,0.1,9.2,5.2,2.9,0.6,0.2,0
Michael Kidd-Gilchrist,2017,0.536,0.084,-0.1,9.2,4.1,1.0,0.7,0.4,0
Chris Paul,2017,0.604,0.265,4.2,18.6,5.4,7.9,1.7,0.2,0
Evan Fournier,2017,0.577,0.087,0.7,17.8,3.2,2.9,0.8,0.3,0
Myles Turner,2017,0.567,0.122,0.8,12.7,6.4,1.3,0.6,1.8,0
Frank Kaminsky,2017,0.545,0.094,0.8,11.1,3.6,1.6,0.5,0.2,0
Enes Freedom,2017,0.63,0.198,1.9,14.1,11.0,1.5,0.5,0.5,0
Jeff Green,2017,0.587,0.103,0.1,10.8,3.2,1.3,0.5,0.4,0
Rudy Gobert,2017,0.657,0.214,2.5,13.5,10.7,1.4,0.8,2.3,0
Pau Gasol,2017,0.539,0.159,2.5,10.1,8.0,3.1,0.3,1.0,0
George Hill,2017,0.58,0.085,0.6,10.0,2.7,2.8,0.9,0.4,0
Domantas Sabonis,2017,0.567,0.126,0.4,11.6,7.7,2.0,0.5,0.4,0
Elfrid Payton,2017,0.538,0.075,0.8,12.7,4.3,6.2,1.3,0.3,0
Danny Green,2017,0.509,0.078,1.1,8.6,3.6,1.6,0.9,1.1,0
Kent Bazemore,2017,0.547,0.059,1.2,12.9,3.8,3.5,1.5,0.7,0
John Collins,2017,0.62,0.145,0.8,10.5,7.3,1.3,0.6,1.1,0
Lonzo Ball,2017,0.444,0.053,1.3,10.2,6.9,7.2,1.7,0.8,0
Kelly Olynyk,2017,0.612,0.148,1.9,11.5,5.7,2.7,0.8,0.5,0
Doug McDermott,2017,0.579,0.063,-0.1,7.8,2.5,1.0,0.2,0.2,0
D.J. Augustin,2017,0.615,0.11,0.8,10.2,2.1,3.8,0.7,0.0,0
Anthony Tolliver,2017,0.663,0.146,1.3,8.9,3.1,1.1,0.4,0.3,0
Dejounte Murray,2017,0.485,0.087,1.1,8.1,5.7,2.9,1.2,0.4,0
DeMarcus Cousins,2017,0.583,0.13,2.9,25.2,12.9,5.4,1.6,1.6,0
Brook Lopez,2017,0.557,0.105,1.3,13.0,4.0,1.7,0.4,1.3,0
Reggie Bullock,2017,0.615,0.117,1.2,11.3,2.5,1.5,0.8,0.2,0
Ersan İlyasova,2017,0.558,0.112,0.6,10.9,5.9,1.3,0.9,0.4,0
Jonas Valančiūnas,2017,0.628,0.21,1.9,12.7,8.6,1.1,0.4,0.9,0
Ryan Anderson,2017,0.592,0.132,0.9,9.3,5.0,0.9,0.4,0.3,0
Frank Ntilikina,2017,0.437,-0.026,-1.3,5.9,2.3,3.2,0.8,0.2,0
T.J. McConnell,2017,0.545,0.108,0.9,6.3,3.0,4.0,1.2,0.2,0
Rajon Rondo,2017,0.522,0.101,0.7,8.3,4.0,8.2,1.1,0.2,0
Robin Lopez,2017,0.552,0.055,-0.1,11.8,4.5,1.9,0.2,0.8,0
Jerian Grant,2017,0.528,0.094,0.3,8.4,2.3,4.6,0.9,0.1,0
Nikola Vučević,2017,0.533,0.102,2.0,16.5,9.2,3.4,1.0,1.1,0
Justise Winslow,2017,0.496,0.075,0.4,7.8,5.4,2.2,0.8,0.5,0
Pascal Siakam,2017,0.549,0.133,1.4,7.3,4.5,2.0,0.8,0.5,0
Dwight Powell,2017,0.656,0.191,1.5,8.5,5.6,1.2,0.8,0.4,0
Jarell Martin,2017,0.516,0.038,-0.8,7.7,4.4,1.0,0.5,0.7,0
Tyler Ulis,2017,0.465,-0.006,-1.0,7.8,1.8,4.4,1.0,0.1,0
Mario Hezonja,2017,0.544,0.066,0.6,9.6,3.7,1.4,1.1,0.4,0
Jamal Crawford,2017,0.519,0.037,-0.1,10.3,1.2,2.3,0.5,0.1,0
Michael Beasley,2017,0.556,0.069,0.7,13.2,5.6,1.7,0.5,0.6,0
Kevin Love,2017,0.614,0.185,2.2,17.6,9.3,1.7,0.7,0.4,0
Jerami Grant,2017,0.607,0.156,1.0,8.4,3.9,0.7,0.4,1.0,0
David Nwaba,2017,0.542,0.071,-0.2,7.9,4.7,1.5,0.8,0.4,0
Bobby Portis,2017,0.548,0.101,1.2,13.2,6.8,1.7,0.7,0.3,0
Tomáš Satoranský,2017,0.615,0.145,1.3,7.2,3.2,3.9,0.7,0.2,0
Stephen Curry,2017,0.675,0.267,4.0,26.4,5.1,6.1,1.6,0.2,3
Troy Daniels,2017,0.583,0.042,-0.3,8.9,1.6,0.6,0.3,0.1,0
Andre Iguodala,2017,0.536,0.094,0.7,6.0,3.8,3.3,0.8,0.6,0
Rodney Hood,2017,0.546,0.081,0.8,14.7,2.8,1.6,0.8,0.2,0
Garrett Temple,2017,0.536,0.035,-0.2,8.4,2.3,1.9,0.9,0.4,0
Marcus Smart,2017,0.479,0.056,0.3,10.2,3.5,4.8,1.3,0.4,0
Tyreke Evans,2017,0.561,0.126,2.6,19.4,5.1,5.2,1.1,0.3,0
James Ennis III,2017,0.588,0.092,0.3,7.1,3.1,1.0,0.7,0.3,0
J.J. Barea,2017,0.545,0.098,1.3,11.6,2.9,6.3,0.5,0.0,0
Kyle Korver,2017,0.652,0.104,0.9,9.2,2.3,1.2,0.4,0.4,0
Luc Mbah a Moute,2017,0.595,0.087,0.7,7.5,3.0,0.9,1.2,0.4,0
Dante Cunningham,2017,0.539,0.074,0.1,5.7,4.1,0.7,0.5,0.4,0
Kristaps Porziņģis,2017,0.539,0.099,1.5,22.7,6.6,1.2,0.8,2.4,0
Jarrett Jack,2017,0.489,0.036,-0.3,7.5,3.1,5.6,0.6,0.1,0
Dewayne Dedmon,2017,0.599,0.114,0.8,10.0,7.9,1.5,0.6,0.8,0
JaMychal Green,2017,0.53,0.079,-0.1,10.3,8.4,1.4,0.6,0.5,0
Dwyane Wade,2017,0.5,0.036,0.4,11.4,3.8,3.4,0.9,0.7,0
Shabazz Napier,2017,0.544,0.101,1.0,8.7,2.3,2.0,1.1,0.2,0
Marquese Chriss,2017,0.509,0.023,-0.3,7.7,5.5,1.2,0.7,1.0,0
Kris Dunn,2017,0.488,0.027,0.3,13.4,4.3,6.0,2.0,0.5,0
Jakob Poeltl,2017,0.662,0.175,0.9,6.9,4.8,0.7,0.5,1.2,0
Fred VanVleet,2017,0.556,0.149,1.7,8.6,2.4,3.2,0.9,0.3,0
Bryn Forbes,2017,0.525,0.067,-0.4,6.9,1.4,1.0,0.4,0.0,0
Zach Randolph,2017,0.529,0.048,0.4,14.5,6.7,2.2,0.7,0.2,0
Justin Jackson,2017,0.521,0.031,-0.6,6.7,2.8,1.1,0.4,0.2,0
Bismack Biyombo,2017,0.556,0.094,-0.2,5.7,5.7,0.8,0.3,1.2,0
Nikola Mirotić,2017,0.577,0.128,1.6,15.6,7.4,1.5,0.8,0.7,0
Pat Connaughton,2017,0.539,0.08,0.1,5.4,2.0,1.1,0.3,0.3,0
Wesley Johnson,2017,0.512,0.055,0.5,5.4,2.9,0.8,1.0,0.8,0
Aron Baynes,2017,0.502,0.097,-0.3,6.0,5.4,1.1,0.3,0.6,0
OG Anunoby,2017,0.587,0.098,0.5,5.9,2.5,0.7,0.7,0.2,0
Ed Davis,2017,0.607,0.164,0.5,5.3,7.4,0.5,0.4,0.7,0
Tyus Jones,2017,0.572,0.117,1.1,5.1,1.6,2.8,1.2,0.1,0
Luke Kennard,2017,0.56,0.084,0.5,7.6,2.4,1.7,0.6,0.2,0
Josh Hart,2017,0.596,0.111,0.7,7.9,4.2,1.3,0.7,0.3,0
Ian Clark,2017,0.529,0.037,-0.6,7.4,1.7,1.5,0.4,0.1,0
Marcus Morris,2017,0.541,0.108,0.7,13.6,5.4,1.3,0.6,0.2,0
Jarrett Allen,2017,0.636,0.141,0.5,8.2,5.4,0.7,0.4,1.2,0
Mason Plumlee,2017,0.586,0.12,0.9,7.1,5.4,1.9,0.7,1.1,0
Malcolm Brogdon,2017,0.578,0.091,0.3,13.0,3.3,3.2,0.9,0.3,0
Delon Wright,2017,0.574,0.152,1.9,8.0,2.9,2.9,1.0,0.5,0
Avery Bradley,2017,0.496,-0.007,-0.7,14.3,2.5,2.0,1.1,0.2,0
Mario Chalmers,2017,0.503,0.021,-0.4,7.7,2.4,3.0,1.2,0.2,0
Larry Nance Jr.,2017,0.605,0.196,1.6,8.7,6.8,1.2,1.3,0.6,0
John Wall,2017,0.515,0.092,1.8,19.4,3.7,9.6,1.4,1.1,0
Mike Scott,2017,0.599,0.085,0.1,8.8,3.3,1.1,0.3,0.1,0
Alex Len,2017,0.612,0.154,0.8,8.5,7.5,1.2,0.4,0.9,0
Nick Young,2017,0.562,0.059,-0.5,7.3,1.6,0.5,0.5,0.1,0
Trey Lyles,2017,0.591,0.134,1.1,9.9,4.8,1.2,0.4,0.5,0
Kosta Koufos,2017,0.566,0.134,0.6,6.7,6.6,1.2,0.7,0.5,0
Kyle O'Quinn,2017,0.625,0.166,1.8,7.1,6.1,2.1,0.5,1.3,0
Nemanja Bjelica,2017,0.581,0.097,0.7,6.8,4.1,1.3,0.7,0.2,0
Bam Adebayo,2017,0.57,0.148,0.6,6.9,5.5,1.5,0.5,0.6,0
Raymond Felton,2017,0.494,0.078,0.5,6.9,1.9,2.5,0.6,0.2,0
Shelvin Mack,2017,0.518,0.069,0.2,6.9,2.4,3.9,0.8,0.1,0
Hassan Whiteside,2017,0.573,0.187,1.6,14.0,11.4,1.0,0.7,1.7,0
Quincy Acy,2017,0.525,0.036,-0.2,5.9,3.7,0.8,0.5,0.4,0
Lance Thomas,2017,0.513,0.031,-0.6,4.1,2.4,0.6,0.4,0.2,0
Devin Harris,2017,0.563,0.089,0.1,8.4,1.8,2.1,0.7,0.2,0
C.J. Miles,2017,0.545,0.103,0.8,10.0,2.2,0.8,0.5,0.3,0
Gorgui Dieng,2017,0.543,0.105,0.3,5.9,4.6,0.9,0.6,0.5,0
Andrew Harrison,2017,0.534,0.062,0.2,9.5,2.3,3.2,0.7,0.5,0
Manu Ginóbili,2017,0.553,0.082,0.2,8.9,2.2,2.5,0.7,0.2,0
Montrezl Harrell,2017,0.647,0.205,1.7,11.0,4.0,1.0,0.5,0.7,0
Patrick Patterson,2017,0.555,0.098,0.6,3.9,2.4,0.7,0.6,0.3,0
Maurice Harkless,2017,0.596,0.123,1.1,6.5,2.7,0.9,0.8,0.7,0
Emmanuel Mudiay,2017,0.474,-0.002,-0.6,8.6,2.4,3.2,0.6,0.2,0
Skal Labissière,2017,0.513,0.054,-0.2,8.7,4.8,1.2,0.4,0.8,0
Thon Maker,2017,0.499,0.056,-0.5,4.8,3.0,0.6,0.5,0.7,0
D'Angelo Russell,2017,0.509,0.014,0.3,15.5,3.9,5.2,0.8,0.4,0
Rudy Gay,2017,0.545,0.122,0.9,11.5,5.1,1.3,0.8,0.7,0
Corey Brewer,2017,0.534,0.091,0.2,5.3,2.1,0.9,1.1,0.2,0
Maxi Kleber,2017,0.576,0.113,0.5,5.4,3.3,0.7,0.4,0.7,0
Joe Johnson,2017,0.49,0.04,-0.3,6.8,3.1,1.5,0.3,0.1,0
Reggie Jackson,2017,0.516,0.078,0.5,14.6,2.8,5.3,0.6,0.1,0
Amir Johnson,2017,0.575,0.169,0.9,4.6,4.5,1.6,0.6,0.6,0
Isaiah Taylor,2017,0.492,0.027,-0.7,6.6,1.4,3.1,0.5,0.1,0
Trevor Booker,2017,0.557,0.121,0.4,6.3,4.7,1.2,0.4,0.3,0
Sindarius Thornwell,2017,0.519,0.041,-0.1,3.9,1.9,0.9,0.7,0.3,0
Tyson Chandler,2017,0.658,0.111,0.2,6.5,9.1,1.2,0.3,0.6,0
Semi Ojeleye,2017,0.473,0.048,-0.8,2.7,2.2,0.3,0.3,0.1,0
Royce O'Neale,2017,0.54,0.099,0.5,5.0,3.4,1.4,0.5,0.2,0
Ian Mahinmi,2017,0.601,0.093,-0.7,4.8,4.1,0.7,0.5,0.5,0
Paul Millsap,2017,0.549,0.107,0.7,14.6,6.4,2.8,1.0,1.2,0
Álex Abrines,2017,0.567,0.094,0.1,4.7,1.5,0.4,0.5,0.1,0
Jonas Jerebko,2017,0.586,0.144,0.6,5.8,3.3,0.6,0.3,0.2,0
Miloš Teodosić,2017,0.564,0.058,0.1,9.5,2.8,4.6,0.5,0.1,0
Shaun Livingston,2017,0.533,0.077,-0.3,5.5,1.8,2.0,0.5,0.3,0
Jodie Meeks,2017,0.548,0.086,0.3,6.3,1.6,0.9,0.4,0.1,0
Tyler Zeller,2017,0.598,0.126,0.2,6.7,4.6,0.7,0.2,0.5,0
Ben McLemore,2017,0.526,0.023,-0.5,7.5,2.5,0.9,0.7,0.3,0
Dāvis Bertāns,2017,0.588,0.135,1.0,5.9,2.0,1.0,0.3,0.4,0
Tristan Thompson,2017,0.569,0.113,-0.2,5.8,6.6,0.6,0.3,0.3,0
Tony Parker,2017,0.498,0.065,-0.3,7.7,1.7,3.5,0.5,0.0,0
Norman Powell,2017,0.492,0.027,-0.3,5.5,1.7,1.3,0.5,0.2,0
Mike Muscala,2017,0.597,0.109,0.6,7.6,4.3,1.0,0.6,0.5,0
Alec Burks,2017,0.527,0.084,0.3,7.7,3.0,1.0,0.6,0.1,0
Treveon Graham,2017,0.553,0.08,-0.2,4.3,1.9,0.9,0.5,0.0,0
Zach Collins,2017,0.475,0.03,-0.6,4.4,3.3,0.8,0.3,0.5,0
Greg Monroe,2017,0.598,0.155,1.1,10.3,6.9,2.2,0.9,0.5,0
Andre Roberson,2017,0.543,0.1,0.5,5.0,4.7,1.2,1.2,0.9,0
Vince Carter,2017,0.523,0.056,0.2,5.4,2.6,1.2,0.7,0.4,0
Wes Iwundu,2017,0.48,0.032,-0.6,3.7,2.2,0.9,0.5,0.2,0
Malcolm Delaney,2017,0.519,0.047,-0.1,6.3,1.9,3.0,0.6,0.1,0
Jameer Nelson,2017,0.489,0.028,-0.3,4.9,2.1,3.6,0.5,0.1,0
David West,2017,0.6,0.168,1.3,6.8,3.3,1.9,0.6,1.0,0
Frank Mason III,2017,0.48,0.027,-0.1,7.9,2.5,2.8,0.7,0.2,0
Josh Huestis,2017,0.417,0.024,-0.5,2.3,2.3,0.3,0.2,0.6,0
Cristiano Felício,2017,0.614,0.086,-0.5,5.6,4.2,1.0,0.3,0.2,0
